Postcode,Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not_stated_income,Not_applicable_income,Nil payments,$1-$74,$75-$99,$100-$124,$125-$149,$150-$174,$175-$199,$200-$224,$225-$249,$250-$274,$275-$299,$300-$324,$325-$349,$350-$374,$375-$399,$400-$424,$425-$449,$450-$549,$550-$649,$650-$749,$750-$849,$850-$949,$950 and over,Not stated_rent,Not applicable_rent
5481,3,45,23,49,81,49,49,38,38,29,17,12,6,8,4,34,68,23,3,0,12,6,21,16,26,15,30,14,15,6,16,0,0,0,6,4,0,0,0,0,14,1205
5482,3,15,20,27,39,67,43,54,29,40,20,18,3,15,5,36,78,11,5,4,14,5,11,11,15,9,8,0,5,0,0,0,0,0,0,0,0,0,0,0,6,583
5483,0,22,17,18,33,24,19,32,20,23,14,11,9,14,3,28,65,9,5,8,17,5,18,15,21,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,853
5485,6,29,29,46,62,48,36,32,42,25,28,30,12,12,7,57,93,3,0,0,5,0,3,5,12,4,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,299
5490,0,13,8,17,14,14,6,6,14,12,9,6,0,8,0,21,31,22,7,12,26,18,46,52,89,36,61,26,20,6,4,3,3,0,0,0,0,0,0,0,16,1865
5491,11,68,43,104,169,165,143,141,113,127,76,70,44,60,33,124,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
5493,0,6,3,8,15,9,6,3,4,0,0,0,0,0,0,9,12,10,0,0,3,3,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
5495,5,45,18,54,87,59,46,42,28,32,21,22,8,13,11,61,55,40,14,21,53,65,102,98,121,87,54,11,29,8,15,5,0,0,0,0,0,0,0,5,30,2863
5501,40,493,258,444,556,551,468,531,561,542,305,240,135,165,48,527,1451,21,0,0,13,20,26,33,35,9,15,0,5,3,5,0,0,0,0,0,0,0,0,0,12,791
5502,3,116,55,107,119,88,104,104,124,119,77,67,26,40,20,96,273,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
5510,0,4,0,3,20,12,10,13,11,11,7,3,3,0,0,3,19,0,6,0,7,3,11,11,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387
5520,3,34,15,39,67,69,55,43,34,33,16,12,9,10,7,34,100,17,0,0,10,0,13,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,190
5521,0,4,8,22,19,23,12,7,3,6,0,0,4,0,0,3,25,35,11,33,104,63,123,127,185,89,115,61,42,15,19,4,0,0,0,0,0,0,0,0,48,3119
5522,3,51,31,120,191,194,109,102,86,69,45,40,32,38,11,143,154,64,54,51,246,177,334,357,652,368,509,350,362,156,137,47,51,10,24,16,3,4,3,10,142,9366
5523,11,97,64,126,182,174,129,119,126,102,96,62,43,53,29,142,367,48,7,14,26,15,27,20,41,26,40,20,44,72,71,26,28,7,23,3,0,0,0,0,18,3778
5540,38,824,535,1340,1739,1660,1036,903,854,764,562,503,301,318,135,1104,2726,5,0,0,3,5,6,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
5550,14,54,25,50,88,67,59,81,118,41,30,29,7,6,4,49,187,21,0,0,10,0,13,7,9,4,10,5,0,0,0,0,0,0,0,0,0,0,0,0,3,639
5552,5,16,7,32,45,22,21,22,28,25,13,12,11,3,8,37,77,8,0,0,0,4,7,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
5554,11,256,178,391,551,461,358,369,371,301,162,127,107,121,38,482,959,28,8,5,45,31,80,79,95,34,39,11,12,0,0,0,0,0,0,0,4,0,0,0,17,1924
5555,0,22,23,44,63,49,45,35,27,23,15,13,13,9,9,44,66,16,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
5556,18,161,116,364,573,458,324,277,228,198,129,82,52,66,49,378,558,21,5,0,26,14,26,19,25,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,805
5558,5,193,163,396,787,544,405,334,292,242,131,112,60,82,36,377,669,14,0,0,0,4,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
5560,0,26,19,30,55,52,34,26,29,20,5,13,10,17,3,31,93,15,0,0,14,0,6,0,4,8,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,320
5570,4,19,13,66,92,76,32,30,25,41,19,7,5,3,9,61,41,22,5,3,0,6,14,9,10,5,5,0,0,0,6,0,0,0,0,0,0,0,0,0,14,458
5571,10,86,53,139,288,225,167,147,104,91,58,60,39,25,14,118,218,5,0,0,0,6,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
5572,4,10,0,6,11,10,10,11,15,17,12,6,9,3,6,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5573,5,93,75,133,216,244,165,138,132,126,65,66,37,41,23,134,359,8,0,0,3,0,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,169
5575,15,126,79,177,284,266,211,143,120,139,81,51,51,34,14,206,336,23,9,6,22,8,15,11,39,33,56,42,69,23,16,0,4,0,9,0,0,0,0,0,18,2303
5576,4,50,46,85,136,134,90,74,67,56,41,23,7,21,15,55,174,3,0,0,4,0,0,0,7,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,329
5577,5,36,24,44,57,66,53,35,26,39,16,12,9,15,3,31,71,45,19,17,69,51,98,103,147,60,85,39,40,11,8,7,9,0,0,0,0,0,0,0,59,2755
5580,0,20,12,27,38,29,32,26,27,19,9,15,4,6,3,16,60,3,0,0,0,0,0,4,3,66,65,9,49,14,6,0,3,0,3,0,0,0,0,0,3,34
5581,3,20,18,43,99,70,64,49,27,28,8,18,6,17,4,28,34,10,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
5582,4,33,22,57,97,88,56,33,40,32,19,20,8,11,11,45,64,6,0,5,4,0,0,4,14,8,7,9,6,0,4,0,0,0,0,0,0,0,0,0,9,431
5583,4,35,24,87,122,91,78,48,42,38,14,15,10,15,10,67,97,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
5600,25,453,176,380,541,472,371,322,353,366,307,298,261,308,147,425,1001,53,15,4,37,39,48,35,55,26,36,19,11,4,3,7,0,0,0,0,0,0,0,5,14,2159
5601,0,30,14,53,58,45,32,11,14,27,12,18,18,17,7,38,74,13,0,3,5,4,9,14,11,6,16,0,5,0,0,0,0,0,0,0,0,0,0,0,6,634
5602,6,55,48,95,136,116,91,124,90,61,39,29,24,41,15,146,233,0,0,0,0,0,0,0,3,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,255
5603,5,14,26,33,41,28,29,31,34,27,22,6,12,17,8,23,98,23,19,24,113,67,134,153,189,123,135,79,55,15,25,3,7,0,0,0,3,0,0,0,54,3933
5604,0,10,6,27,25,18,18,8,17,18,6,6,3,3,4,13,15,18,0,0,8,0,8,4,14,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,731
5605,11,64,51,117,170,156,157,125,122,112,69,44,33,19,22,164,242,16,0,0,0,0,4,0,4,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,764
5606,40,581,500,922,1225,1164,1018,1046,973,930,572,479,296,339,173,1142,2730,47,27,32,156,120,218,211,269,206,265,154,156,60,79,32,21,3,13,4,0,0,0,0,83,6449
5607,30,273,152,274,333,345,292,336,361,351,200,156,97,132,60,556,963,54,9,7,13,17,30,12,25,5,29,5,13,5,8,0,0,0,0,0,0,0,0,4,10,2475
5608,50,815,451,1298,1452,1222,783,614,627,581,382,447,326,335,98,1204,2659,5,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
5609,7,135,57,97,156,80,95,84,123,102,85,105,100,115,37,85,484,0,0,0,9,3,13,18,14,9,12,4,7,0,0,0,0,0,0,0,0,0,0,0,3,699
5630,0,6,4,5,6,10,11,8,14,8,0,0,0,0,4,16,29,22,8,4,26,13,25,16,33,25,34,13,7,3,0,4,0,0,0,0,0,0,0,4,11,1068
5631,5,38,37,46,78,78,49,76,84,88,53,33,22,23,18,88,232,3,0,0,14,4,11,13,11,13,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,398
5632,0,11,9,14,8,14,8,15,19,26,6,4,9,14,10,11,75,8,0,4,0,0,5,0,4,5,8,0,7,4,3,3,0,0,6,0,0,0,0,0,4,433
5633,5,26,13,21,19,22,27,18,22,23,9,13,3,7,11,20,65,67,59,37,327,155,276,309,622,450,608,445,453,250,272,114,104,35,52,9,5,8,5,0,133,9832
5640,7,46,49,73,84,77,75,57,81,92,33,37,26,20,14,80,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5641,7,31,29,41,77,80,73,81,67,77,43,38,19,25,24,76,240,3,0,0,0,0,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
5642,0,12,8,12,10,15,11,18,25,18,14,10,3,10,3,21,63,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,268
5650,0,7,0,3,15,15,10,4,19,8,6,17,3,0,7,17,42,0,0,3,0,0,3,9,15,11,0,4,8,0,6,0,0,0,0,6,3,0,0,3,5,448
5651,0,0,5,4,5,8,0,3,3,9,10,4,0,8,0,3,13,15,0,0,13,5,18,19,17,11,16,10,11,4,0,0,0,0,0,3,3,0,0,53,18,727
5652,5,21,20,33,80,54,48,45,56,48,34,24,20,10,6,45,174,6,4,0,15,4,11,12,18,9,13,5,3,0,0,0,0,0,0,0,0,0,0,0,5,527
5653,0,0,0,3,0,9,3,4,4,9,10,6,0,0,0,8,23,23,3,3,6,0,6,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,561
5654,0,11,4,23,16,16,10,24,10,28,11,4,4,3,0,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
5655,0,4,4,3,7,7,12,8,11,6,0,0,0,0,3,3,32,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
5660,0,0,0,0,5,3,0,6,3,0,6,4,0,3,3,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
5661,0,7,4,9,9,5,8,14,7,18,14,4,0,3,4,5,38,0,3,0,6,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
5670,3,17,23,39,52,46,27,36,24,34,16,13,3,18,9,29,101,0,0,0,0,0,0,3,4,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,289
5671,6,9,3,15,10,10,17,18,10,9,9,11,5,3,3,4,24,0,0,0,7,0,3,4,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
5680,4,78,64,135,184,180,168,144,125,136,84,72,38,47,34,237,383,8,4,0,10,8,12,9,16,23,13,4,0,0,0,0,0,0,0,0,0,0,0,0,4,771
5690,10,161,93,212,242,195,210,207,208,266,187,169,77,73,36,552,759,15,6,4,12,14,22,41,38,33,34,15,21,0,7,3,0,0,0,0,0,0,0,0,11,1632
5700,53,522,337,816,912,821,771,702,658,627,455,395,272,330,95,1242,2132,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238
5701,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,18,0,3,14,7,11,4,25,15,28,9,31,5,6,5,0,0,6,0,0,0,0,3,10,1269
5710,9,119,71,90,136,138,140,120,141,185,123,99,46,105,22,665,475,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
5713,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
5715,0,4,0,0,0,0,5,3,8,0,6,0,0,0,0,10,13,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,624
5717,0,0,0,0,3,0,0,4,5,3,4,0,0,0,0,0,4,31,6,4,34,14,20,23,44,17,38,59,53,32,25,12,4,0,3,3,0,0,0,3,20,2017
5719,0,0,0,0,3,4,0,6,7,3,3,0,0,0,0,4,5,57,0,0,8,9,18,9,17,9,9,6,8,5,3,0,0,0,0,0,0,0,0,22,22,3001
5720,0,6,4,4,5,4,13,14,24,19,12,8,13,22,3,35,13,8,0,4,0,0,8,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
5722,0,21,12,27,34,36,19,18,7,14,16,7,13,11,4,33,41,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
5723,11,101,31,144,162,149,86,118,116,110,93,75,71,88,31,386,288,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
5724,7,15,9,76,36,27,17,16,19,13,14,19,0,9,6,80,85,9,0,0,3,0,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,266
5725,15,222,74,85,69,77,130,104,132,157,183,211,278,614,219,311,1023,41,9,7,58,35,54,43,89,77,97,67,84,41,43,15,13,5,6,0,0,0,0,0,27,3680
5730,0,6,0,6,10,8,0,12,5,7,0,0,0,0,0,8,13,8,0,0,6,0,7,9,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,250
5731,0,19,3,12,13,10,23,20,23,39,23,31,34,46,33,92,89,6,0,0,4,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
5732,0,6,4,33,16,17,12,4,8,11,14,5,11,11,4,39,19,14,0,0,5,0,6,0,3,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,233
5733,0,4,8,18,16,11,21,3,13,15,9,12,0,9,9,45,32,38,5,15,27,15,49,39,54,34,48,25,15,9,5,4,0,0,0,0,0,0,0,0,10,1732
5734,0,10,5,25,8,9,11,0,0,4,0,4,0,4,0,42,36,5,0,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
5960,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,6,10,13,5,6,3,0,8,3,0,0,0,0,0,0,0,3,470
6000,60,928,239,500,582,593,499,539,689,794,693,664,485,994,650,1729,796,17,9,4,28,14,20,25,46,23,37,17,28,8,16,8,11,0,18,3,5,3,0,58,38,1945
6003,15,179,54,162,208,176,155,178,233,285,216,184,139,302,166,649,217,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,247
6004,53,910,201,403,489,557,478,502,627,799,597,564,451,977,794,1579,627,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
6005,36,400,116,221,245,262,260,273,329,382,379,327,281,521,393,869,340,21,3,3,22,20,20,19,39,20,34,30,38,18,23,9,3,0,4,0,0,0,0,7,20,1771
6006,31,534,249,362,507,515,417,377,485,573,473,450,345,735,628,688,1383,4,0,4,4,10,7,5,11,6,10,12,6,4,12,3,4,0,4,0,0,0,0,0,6,684
6007,19,385,187,271,289,357,341,290,365,481,464,441,321,671,609,657,986,17,0,0,0,0,0,10,7,0,8,74,99,70,145,54,38,3,15,3,5,0,0,5,11,2486
6008,47,1071,520,585,590,711,657,578,678,878,783,807,648,1322,1553,1224,2486,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,95
6009,82,2380,1051,1083,748,879,856,654,660,816,680,706,536,1097,2306,942,3052,24,4,10,16,8,9,4,12,24,47,61,224,188,380,176,122,34,58,6,3,9,3,9,56,6580
6010,59,1481,721,691,648,743,714,669,774,897,732,720,579,1204,1988,1278,2928,4,0,0,0,0,0,0,6,0,3,5,11,8,21,11,7,0,5,7,0,0,0,0,4,679
6011,43,709,344,314,287,275,354,311,372,452,365,444,335,710,1446,622,1614,48,11,3,8,5,14,6,14,34,72,172,466,515,814,306,178,54,105,24,3,10,4,21,76,10388
6012,39,752,317,351,377,438,442,347,372,519,370,352,292,558,963,749,1505,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,85
6014,48,1445,788,810,780,997,961,865,1125,1257,908,955,709,1531,1897,1212,4301,22,0,0,3,3,9,10,17,20,67,75,181,129,80,15,24,5,16,4,0,4,0,7,31,3621
6015,16,589,317,259,232,247,239,247,300,346,257,256,207,460,977,349,1313,17,4,4,19,12,16,11,28,16,35,31,56,39,56,33,20,0,10,3,0,0,0,0,15,2991
6016,32,622,339,425,533,604,456,478,512,612,519,459,374,828,635,594,2019,3,0,0,4,0,4,0,6,5,6,5,11,3,0,0,4,0,3,0,0,0,0,0,0,716
6017,20,271,89,247,263,281,236,299,368,369,284,201,150,153,60,345,479,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,364
6018,112,2613,1409,1707,1888,2005,1902,1743,1978,2393,2074,1875,1550,2914,2240,2525,7088,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
6019,68,1306,667,784,865,1084,1139,1019,1272,1687,1347,1238,1034,1891,1346,1535,3508,4,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,427
6020,56,1474,863,950,1050,1040,1148,988,1100,1330,1006,978,815,1613,1509,959,3918,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
6021,73,1518,663,1062,1464,1300,1152,1068,1260,1440,1029,905,651,1116,677,1389,3288,5,0,0,0,0,0,0,3,3,3,3,3,7,8,3,4,0,6,0,0,0,0,0,0,626
6022,25,342,193,240,296,317,318,288,344,357,286,244,187,301,100,216,930,25,3,4,27,9,13,10,31,70,112,96,120,64,62,16,12,4,9,0,0,0,0,0,23,2925
6023,49,1129,682,706,763,792,781,705,794,975,772,684,594,1190,760,649,3250,11,3,15,7,4,3,9,10,9,10,4,20,26,39,26,22,7,14,3,0,0,0,0,12,2232
6024,37,984,489,721,867,785,825,695,862,1004,758,680,487,772,269,601,2517,3,0,0,3,0,0,0,0,4,7,0,6,5,0,0,0,0,7,4,0,0,0,0,0,515
6025,95,2345,1165,1514,1599,1505,1645,1594,1811,2034,1598,1502,1155,1913,1332,1456,5761,5,0,0,4,0,0,0,4,0,3,0,3,3,4,5,5,0,5,0,0,0,0,0,4,504
6026,51,1692,1043,1113,1288,1328,1357,1160,1214,1473,1164,1073,902,1581,792,969,4136,18,5,0,4,0,7,0,5,0,8,0,9,13,10,7,6,0,12,0,0,4,0,0,12,1066
6027,153,3405,1705,2144,2317,2322,2393,2340,2522,3045,2314,2054,1540,2431,1282,2259,7459,15,6,0,4,5,7,0,10,3,10,11,27,10,18,13,16,0,12,10,0,0,0,0,9,1354
6028,89,2177,1049,1001,1031,924,1077,1026,1246,1453,1185,1103,900,1554,1056,877,4695,23,11,13,46,34,26,12,38,23,43,37,116,64,83,49,27,6,10,6,0,0,0,0,41,3880
6029,6,187,139,107,128,122,116,140,139,181,138,139,119,228,267,129,506,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
6030,204,3384,1496,2032,2281,1976,2178,2089,2457,2722,1916,1582,1131,1825,948,2573,8584,8,0,0,0,0,0,0,4,0,0,5,4,0,3,0,4,0,0,0,0,0,0,0,0,234
6031,66,1384,567,716,677,625,771,920,1105,1325,1007,802,519,731,298,803,4318,14,6,4,4,3,3,0,3,0,13,11,30,20,24,11,10,0,8,0,0,0,0,0,8,1515
6032,0,7,6,15,9,17,19,7,16,19,13,17,4,7,4,15,25,17,0,0,16,0,3,7,8,0,19,9,23,12,27,24,19,13,17,9,0,0,0,0,7,2722
6033,3,46,15,22,26,11,20,13,32,30,20,13,13,20,16,58,72,4,4,0,0,0,0,0,5,6,10,3,21,13,7,3,4,0,5,0,0,0,0,0,3,777
6034,5,108,23,41,53,43,86,89,131,168,99,106,63,81,28,124,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
6035,43,674,259,382,483,458,496,442,469,555,401,353,260,386,181,852,2174,5,0,0,0,0,3,0,0,0,4,4,0,0,6,7,5,6,0,7,0,0,0,0,0,547
6036,57,1339,522,702,657,635,763,758,952,1067,746,691,467,728,317,1176,4211,5,0,0,0,0,0,0,3,3,3,0,3,0,4,6,0,0,0,0,0,0,0,0,0,377
6037,23,239,90,168,226,191,178,171,156,172,95,105,83,111,68,287,631,9,0,0,0,3,0,0,6,0,0,12,7,6,4,5,12,5,16,5,0,0,0,0,7,720
6038,20,449,150,197,174,220,260,356,435,519,426,337,266,326,92,423,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
6041,17,126,49,116,155,114,93,78,83,81,44,44,38,51,38,128,290,4,0,0,0,0,0,0,7,3,7,0,3,4,5,0,7,3,4,0,0,0,0,0,3,549
6042,0,11,0,12,3,6,10,11,7,5,0,4,0,0,0,10,0,5,0,0,0,0,0,5,0,0,0,5,0,0,5,0,6,3,4,0,0,0,0,0,0,362
6043,0,16,6,12,22,23,25,10,6,7,4,5,9,18,4,36,36,18,0,0,0,5,4,0,14,7,9,13,26,13,30,16,17,4,14,0,0,0,0,0,14,1186
6044,7,97,36,90,131,87,69,77,102,84,29,29,28,48,41,114,156,7,0,0,0,0,0,0,5,0,0,0,3,5,3,6,4,0,0,0,0,0,0,0,0,395
6050,47,995,559,681,780,895,778,704,811,975,756,752,558,1092,1306,1541,2152,19,5,4,6,0,14,11,27,12,13,9,42,18,27,23,25,5,13,4,0,0,0,4,15,3236
6051,73,831,273,599,628,716,693,720,895,1005,843,742,493,907,465,1059,1641,16,4,0,11,0,6,11,26,10,21,17,33,15,15,5,10,0,0,0,0,0,0,0,13,1266
6052,36,738,388,558,616,639,559,510,613,756,623,527,465,829,517,792,1942,21,0,5,9,10,13,10,33,43,80,58,54,19,23,6,4,0,3,0,0,0,0,0,15,2485
6053,45,943,489,720,843,817,740,748,820,985,811,795,551,1080,508,1066,2463,0,0,0,0,3,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
6054,107,1471,691,1259,1390,1305,1170,1127,1343,1434,1028,917,680,968,361,1450,3672,36,6,8,55,26,36,19,29,22,36,56,188,223,233,111,90,29,61,3,4,4,0,15,68,7201
6055,88,1612,545,859,864,893,1086,1086,1413,1749,1239,1147,747,1094,463,1771,4381,18,3,6,24,14,16,5,22,27,52,63,138,109,149,54,30,13,17,3,0,4,0,0,35,2885
6056,181,2878,1313,2368,2781,2487,2279,2285,2596,2898,1945,1717,1089,1559,679,3158,6949,10,0,0,3,0,3,0,4,0,3,0,10,9,8,5,7,0,9,9,0,4,0,5,11,2319
6057,67,1231,529,809,999,912,934,950,1169,1380,910,786,544,816,309,1125,3331,65,12,5,60,20,62,38,99,80,129,198,496,489,656,287,309,76,159,18,15,6,4,26,122,15039
6058,55,1025,407,672,849,736,717,749,935,1031,766,590,354,484,157,859,2321,63,14,13,23,34,25,19,50,42,63,90,404,437,531,372,413,178,322,79,19,6,5,19,92,13970
6059,127,1959,889,1341,1674,1545,1395,1392,1430,1657,1164,1056,772,1269,776,1300,3751,13,6,3,4,6,3,7,34,7,22,34,42,28,25,21,26,7,30,10,5,0,0,4,12,2115
6060,89,1489,585,1240,1410,1542,1335,1330,1577,1949,1452,1251,868,1491,703,1838,3239,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,7,0,0,0,0,0,7,956
6061,261,3163,1170,2762,3004,2625,2225,2435,2755,2813,1795,1292,774,903,228,3145,7228,7,0,0,0,0,0,3,0,3,12,10,42,106,154,97,82,17,36,7,3,0,0,6,19,2105
6062,206,2816,1151,1980,2502,2240,2063,2029,2231,2370,1662,1424,973,1278,476,2058,5199,60,27,16,67,37,55,50,100,94,398,607,1134,770,709,248,148,39,82,23,14,10,0,14,141,13164
6063,67,1408,565,934,922,768,811,838,1000,1069,666,479,323,412,123,877,3091,16,10,0,5,0,4,3,0,0,19,15,5,5,0,0,7,4,10,3,0,0,0,0,7,723
6064,222,2782,1193,2397,2344,2188,1998,1950,2182,2164,1305,917,552,712,198,1844,6374,7,0,0,0,4,0,0,6,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,3,286
6065,255,4970,2193,2965,3059,3102,3152,3289,3695,4549,3388,3088,2206,3371,1330,3010,14379,14,0,0,5,0,3,3,5,0,19,11,9,3,4,0,0,0,7,0,0,0,0,0,8,764
6066,118,1737,810,1187,1267,1048,1051,1126,1326,1414,961,705,491,632,223,882,3721,9,0,0,3,0,4,0,6,14,20,6,17,5,13,0,0,0,3,0,0,0,0,0,8,1023
6067,0,4,0,3,3,3,3,0,3,0,0,0,0,0,3,0,17,15,0,0,4,3,10,11,16,14,30,16,32,13,5,0,9,0,6,0,0,0,0,0,8,902
6068,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,49,15,6,41,31,67,59,97,89,186,119,204,92,78,26,16,4,11,10,0,0,0,0,36,4686
6069,163,3137,1294,1674,1678,1531,1841,1873,2545,2867,2235,1850,1326,1954,799,2260,10361,48,16,20,70,47,67,60,129,147,234,117,139,68,88,50,25,8,18,4,3,0,0,0,46,5527
6070,12,300,157,168,180,214,193,175,184,170,198,186,120,264,197,169,767,23,0,0,7,5,7,0,12,10,17,8,3,0,4,0,0,0,0,3,0,0,0,0,4,1079
6071,14,284,159,197,193,188,210,188,179,201,152,149,127,225,154,173,607,6,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315
6072,3,62,25,49,62,64,41,35,34,54,31,47,31,53,29,123,154,6,0,0,7,0,6,3,13,6,14,10,20,15,5,4,0,0,0,0,0,0,0,0,3,734
6073,17,230,130,143,241,215,214,175,152,204,141,126,88,177,86,206,497,30,0,3,25,6,36,14,36,25,50,30,53,32,17,3,5,0,0,0,0,0,0,0,9,1768
6074,3,78,38,53,67,69,58,57,48,61,45,49,26,56,20,72,176,59,83,146,253,221,335,245,249,143,206,79,56,18,26,12,5,0,3,3,0,0,0,3,79,7819
6076,87,1838,970,1073,1373,1385,1338,1119,1205,1381,1042,869,756,1352,886,1351,3931,10,0,0,8,5,7,3,19,0,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,670
6077,18,124,63,80,101,106,86,73,96,81,88,59,47,65,54,94,197,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,128
6078,6,77,38,53,58,51,41,40,67,71,41,55,34,47,28,75,156,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
6079,0,0,0,0,0,9,4,0,0,0,0,0,6,0,0,4,0,3,0,0,0,0,3,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
